college,percentage,Location,Stream
"Gurukrupa Secondary & Higher Secondary High School, Kalyan (W) (English Medium) (Self Finance)",51.2,Mumbai,Science
"Sheth Anadilal Podar Jr. College, Santacruz (W). (English Medium) (Aided)",51,Mumbai,Science
"Shrimati Sitadevi & Sahibram English Medium High School & Junior College Of Science, Arts & Commerce, Kurla (W). (English Medium) (Permanent Unaided)",51,Mumbai,Science
"Sheth M. P. Rashtriya Shala English Medium & Jr. College, Mulund (W) (English Medium) (Permanent Unaided)",51,Mumbai,Science
Bima Nagar Education Soc'S Madhyamik Vidyalaya & Jr. College (English Medium) (Self Finance),51,Mumbai,Science
Smt. Gpp And Acharya A V Patel Jr College Vile Parle West (English Medium) (Aided),50.8,Mumbai,Science
"Bhavika Vidya. Marathi Secondary School And Jr. College, Kalwa (English Medium) (Permanent Unaided)",50.8,Mumbai,Science
"Aryan Foundations Lakshya Prep High School & Junior College, Panvel (English Medium) (Self Finance)",50.8,Mumbai,Science
Shankar Narayan Junior College Of Arts Science And Commerce Bhayander (East) (English Medium) (Permanent Unaided),50.6,Mumbai,Science
"Padmavati Venkatesh High School, Kalwa (W), Thane (English Medium) (Permanent Unaided)",50.6,Mumbai,Science
"Fatima Secondary School And Jr. College, Ambernath (W). (English Medium) (Permanent Unaided)",50.6,Mumbai,Science
"Apostolic Carmel High School And Junior College, Bandra (W) (English Medium) (Permanent Unaided)",50.6,Mumbai,Science
"S. D. M. English High School & Jr. College, Badlapur (E). (English Medium) (Self Finance)",50.6,Mumbai,Science
Nutan Hindi High School And Junior College Kalyan East (English Medium) (Unaided),50.6,Mumbai,Science
"R. R. Jr And Senior College Of Comm And Science, Borivali (West). (English Medium) (Permanent Unaided)",50.4,Mumbai,Science
"St. Thomas High School & Jr. College, Goregaon (East) , Mumbai. (English Medium) (Aided)",50.2,Mumbai,Science
Sadhu Vaswani International School & Junior College (English Medium) (Self Finance),50.2,Mumbai,Science
"Smt. Trupti G. Nemade Jr. College Of Arts, Commerce & Science, Thane. (English Medium) (Self Finance)",50.2,Mumbai,Science
"Rao Junior College Of Science, Sion. (English Medium) (Self Finance)",50.2,Mumbai,Science
"Namdar Ajit Pawar Jr College Arts, Commerce And Career Launcher Jr College Of Science, Borivali (W) (English Medium) (Self Finance)",50.2,Mumbai,Science
"Mahila Samiti English High School & Jr. College, Thakurli (E) (English Medium) (Permanent Unaided)",50,Mumbai,Science
Mother Teresa Sec Conv School & Jr. College (English Medium) (Permanent Unaided),50,Mumbai,Science
"R. D National College & W.A. Science College, Bandra West (English Medium) (Permanent Unaided)",50,Mumbai,Science
Golden Nest College Of Science Commerce And Arts (English Medium) (Self Finance),50,Mumbai,Science
"Pace Jr. Science College, Nerul (English Medium) (Self Finance)",50,Mumbai,Science
"Dnyanpeeth Vidyalaya & Junior College, Manorama Nagar, Thane (W) (English Medium) (Self Finance)",50,Mumbai,Science
"Shubhamraje Jr. College, Patlipada, Thane (W). (English Medium) (Permanent Unaided)",49.8,Mumbai,Science
"G. R. Patil Jr. College, Ambernath (E). (English Medium) (Self Finance)",49.8,Mumbai,Science
"Mother Teresa High School And Junior College, Kandivali (West) (English Medium) (Permanent Unaided)",49.6,Mumbai,Science
"R. N. Vidyalaya And Junior College, Ganesh Nagar, Diva (E). (Marathi Medium) (Self Finance)",49.6,Mumbai,Science
"Krish Charitable Trusts Lakshya Prep High School & Junior College, Powai (English Medium) (Self Finance)",49.6,Mumbai,Science
St. Anne'S High School & Jr College Malad West (English Medium) (Aided),49.4,Mumbai,Science
"Dnyanpushpa Vidya Niketan And Jr College, Sector 04, Cbd Belapur, Navi Mumbai. (English Medium) (Self Finance)",49.4,Mumbai,Science
Smt. Gpp And Acharya A V Patel Jr College Vile Parle West (English Medium) (Permanent Unaided),49.2,Mumbai,Science
"Shri. D.S. Shukla Junior College Of Commerce & Science, Kandivali (E) (English Medium) (Permanent Unaided)",49.2,Mumbai,Science
"Anand Vishawa Gurukul And Jr College, Thane (W). (English Medium) (Permanent Unaided)",49,Mumbai,Science
"Rustomjee International School & Jr. College, Dahisar (West) (English Medium) (Self Finance)",49,Mumbai,Science
"Harmony Public Secondary Highschool & Jr. College, Kharghar (English Medium) (Self Finance)",49,Mumbai,Science
"Holy Cross Convent High School & Jr. College, Karnik Road, Kalyan (West). (English Medium) (Permanent Unaided)",48.8,Mumbai,Science
P. D. Turakhia Jr College Of Com & Sci Malad (East) (English Medium) (Permanent Unaided),48.8,Mumbai,Science
"Shree Mumbadevi Vidyaniketan & Jr. College, Borivali (W). (English Medium) (Self Finance)",48.8,Mumbai,Science
"Ravindra Vidyalay & Jr. College, Titwala. (English Medium) (Permanent Unaided)",48.6,Mumbai,Science
"Christ Academy School And Jr College, Koparkhairane, Navi Mumbai. (English Medium) (Permanent Unaided)",48.6,Mumbai,Science
Gms High School And Junior College Of Commerce And Science Mira Road (East) (English Medium) (Self Finance),48.6,Mumbai,Science
"Anandibai Damadoar Kale Jr. College, Kandivali, Borivali (W). (English Medium) (Self Finance)",48.6,Mumbai,Science
"Navodaya Jr. College, Thane (English Medium) (Self Finance)",48.4,Mumbai,Science
"Shreyansh Charitable Trusts Lakshya Prep High School & Junior College, Matunga (English Medium) (Self Finance)",48.4,Mumbai,Science
"Sophia Junior College, Grant Road (English Medium) (Aided)",48.2,Mumbai,Science
"National Sarvodaya Junior College Of Commerce And Science, Chembur Colony, Mumbai (English Medium) (Aided)",48.2,Mumbai,Science
"Mulund Vidyamandir & Jr. College, Mulund (W) (English Medium) (Permanent Unaided)",48.2,Mumbai,Science
"New City International School & Jr. College, Kharghar. (English Medium) (Permanent Unaided)",48.2,Mumbai,Science
"Oxford Junior College, Malvani Malad (W) (English Medium) (Self Finance)",48.2,Mumbai,Science
"Oyster International School , Koparkhairane, Navi Mumbai (English Medium) (Self Finance)",48.2,Mumbai,Science
Kishinchand Chellaram College (K. C. College) Churcugate. (English Medium) (Aided),48,Mumbai,Science
Sss Multipurpose Technical High School Junior College (English Medium) (Permanent Unaided),48,Mumbai,Science
"P.E.S. English School & Junior College, Panvel. (English Medium) (Self Finance)",48,Mumbai,Science
P. V. G'S Vidya Bhawan High School No.1 & Jr. College (English Medium) (Unaided),48,Mumbai,Science
"Guru Nanak Khalsa College Of Arts Science And Commerce, Matunga (East), Mumbai. (English Medium) (Self Finance)",47.8,Mumbai,Science
"M.D. College Of Arts, Science .Commerce And Hsvc, Parel, Mumbai. (English Medium) (Aided)",47.6,Mumbai,Science
"Bandra Urdu High School & Jr College Of Sci, Comm & Vocational, Bandra (West), Mumbai. (Urdu Medium) (Aided)",47.6,Mumbai,Science
"St. Anthony'S High School & Jr. College, Mira Road (E). (English Medium) (Self Finance)",47.6,Mumbai,Science
"Gurunanak Charitable Trusts Lakshya Prep High School & Junior College, Grant Road (English Medium) (Self Finance)",47.6,Mumbai,Science
"Shirvane Vidyalaya & Jr. College, Nerul (English Medium) (Permanent Unaided)",47.4,Mumbai,Science
"S.I.C.E.S.High School And Junior College, Ambernath. (English Medium) (Permanent Unaided)",47.4,Mumbai,Science
The B.J.P.C. Institution Jr. College (English Medium) (Permanent Unaided),47.4,Mumbai,Science
"Don Bosco High School & Jr. College Of Arts Commerce Science,Tagore Nagar, Vikhroli (E) (English Medium) (Permanent Unaided)",47.4,Mumbai,Science
Pace Jr College Powai. (English Medium) (Permanent Unaided),47.4,Mumbai,Science
Vedant Junior College. Ulh.3 (English Medium) (Self Finance),47.4,Mumbai,Science
"Snehalata Rane High School And Jr. College, Lower Parel (W), Mumbai. (English Medium) (Self Finance)",47.4,Mumbai,Science
Pace Jr. Science College Dadar (English Medium) (Self Finance),47.4,Mumbai,Science
"Aan E Islam Junior College, Mumbra (English Medium) (Self Finance)",47.4,Mumbai,Science
"Wamanrao Murajan Madhyamik Vidyalaya & Jr. College, Mulund East (English Medium) (Unaided)",47.4,Mumbai,Science
Shri Gauridutt Mittal Vidyalaya And Jr. College (English Medium) (Aided),47.2,Mumbai,Science
"N E S High School & Jr. College, Bhandup (W) (English Medium) (Aided)",47.2,Mumbai,Science
"St. Lawrence English Secondary School And Jr College, Wagle Estate, Thane (W). (English Medium) (Permanent Unaided)",47.2,Mumbai,Science
Jai Bharat Jr. College Of Commerce And Science (English Medium) (Permanent Unaided),47.2,Mumbai,Science
"Shirvane Vidyalaya & Jr. College, Nerul (English Medium) (Self Finance)",47.2,Mumbai,Science
"Krish Charitable Trusts Lakshya Prep High School & Junior College, Goregaon (English Medium) (Self Finance)",47.2,Mumbai,Science
P. V. G'S Vidya Bhawan High School No.1 & Jr. College (English Medium) (Aided),46.8,Mumbai,Science
"Rajarshi Shahu Junior College, Dharavi, Sion (W). (English Medium) (Permanent Unaided)",46.8,Mumbai,Science
"Queen Marys High School And Jr. College, Kausa. (English Medium) (Self Finance)",46.8,Mumbai,Science
"Lourdes High School And Jr College Of Sci. And Com., Murbad Road, Kalyan (West). (English Medium) (Permanent Unaided)",46.6,Mumbai,Science
"Mazidun High School And Junior College, Airoli Naka, Airoli, Navi Mumbai (English Medium) (Permanent Unaided)",46.6,Mumbai,Science
"Jnan Vikas Mandal Jr. College, Airoli (English Medium) (Permanent Unaided)",46.6,Mumbai,Science
"Chembur Karnatak High School & Jr. College, Ghatla, Chembur, Mumbai. (English Medium) (Permanent Unaided)",46.6,Mumbai,Science
Arvind Gandbhir High School & Jr. College Jogeshwari East (English Medium) (Permanent Unaided),46.6,Mumbai,Science
"Shree. L. R. Tiwari Jr, College Of Commerce & Science, Mira Road (E). (English Medium) (Permanent Unaided)",46.6,Mumbai,Science
"Abhinav Vidyamandir & Jr. College, Bhayandar (E) (English Medium) (Unaided)",46.6,Mumbai,Science
"Saket Junior College, Kalyan (E). (English Medium) (Permanent Unaided)",46.4,Mumbai,Science
"Vishwabharati Jr.College,Koparkhairane (English Medium) (Self Finance)",46.4,Mumbai,Science
"Ramsheth Thakur Higher Secondary Vidyalaya, Kharghar (English Medium) (Self Finance)",46.4,Mumbai,Science
"Mahatma Education Societys High School & Jr. College, Khanda Colony, New Panvel (English Medium) (Self Finance)",46.4,Mumbai,Science
"Adarsh Vidyamandir Higher Secondary, Kulgaon (English Medium) (Unaided)",46.4,Mumbai,Science
"N E S Ratnam Jr College Of Science , Bhandup (W) Mumbai (English Medium) (Aided)",46.2,Mumbai,Science
"Gurukul Grand Union Secondary School, Ambernath (East). (English Medium) (Permanent Unaided)",46.2,Mumbai,Science
"Sudarshan English High School & Jr. College, Goregaon (East) (English Medium) (Permanent Unaided)",46.2,Mumbai,Science
"Gurukul Jr. College Of Arts, Science & Commerce, Thane. (English Medium) (Self Finance)",46.2,Mumbai,Science
"Lords Grace Enlish School & Jr. College, Kandivali (E). (English Medium) (Self Finance)",46.2,Mumbai,Science
A P College Of Commerce And Science (English Medium) (Permanent Unaided),46,Mumbai,Science
Awami Girls' High School And Junior College Of Arts Science And Commerce (English Medium) (Self Finance),46,Mumbai,Science
Holy Family Day School & Jr College Mira Road East (English Medium) (Permanent Unaided),45.8,Mumbai,Science
"Gaurav High School & Jr.College, Nerul (English Medium) (Permanent Unaided)",45.8,Mumbai,Science
"Baba Bodse Jr. College Of Arts, Science & Comm, Kalyan (E) (English Medium) (Self Finance)",45.8,Mumbai,Science
Rajaram Seth Vidyalaya And Junior College Bhandup West (English Medium) (Self Finance),45.8,Mumbai,Science
"Jana Gana Mana Vidyamandir & Jr. College, Old Dombivli. (English Medium) (Self Finance)",45.8,Mumbai,Science
"Holy Family High School & Jr. College, Andheri (East) (English Medium) (Permanent Unaided)",45.6,Mumbai,Science
"St. Francis High School & Jr.College, Malad (East) (English Medium) (Permanent Unaided)",45.6,Mumbai,Science
Vidya Niketan Jr. College Of Commerce And Sicence Ghtkopar (E) (English Medium) (Self Finance),45.6,Mumbai,Science
"S. M. G. Vidyalaya & Junior College, Sonarpada, Dombivali (E). (English Medium) (Self Finance)",45.6,Mumbai,Science
S D T Kalani Jr. College Ulhasnagar 1 (English Medium) (Permanent Unaided),45.4,Mumbai,Science
"Chandrabhan Sharma Jr College Powai, Mumbai 76. (English Medium) (Permanent Unaided)",45.4,Mumbai,Science
"Prashant Junior College Of Science & Commerce, Vithalwadi (W), Ulhasnagar. (English Medium) (Self Finance)",45.4,Mumbai,Science
"Afac English School And Junior College, Chembur, Mumbai. (English Medium) (Self Finance)",45.4,Mumbai,Science
"Maharashtra Jr. College, Unnat Nagar, Goregaon (W), Mumbai. (English Medium) (Self Finance)",45.4,Mumbai,Science
"Divine Provident High School & Jr. College, Malad (W). (English Medium) (Self Finance)",45.4,Mumbai,Science
"Narayana Junior College, Andheri (E). (English Medium) (Self Finance)",45.4,Mumbai,Science
"Rao Junior College Of Science, Andheri (W). (English Medium) (Self Finance)",45.4,Mumbai,Science
"A. D. Mhatre High School & Jr. College, Navade (English Medium) (Unaided)",45.4,Mumbai,Science
St Xaviers English High School And Junior College Manpada Thane (English Medium) (Permanent Unaided),45.2,Mumbai,Science
Peoples Education Society'S Secondary School And Jr College Cbd Navi Mumbai (English Medium) (Aided),45,Mumbai,Science
"Guru Nanak High School & Jr. College, Bhandup (W) (English Medium) (Aided)",45,Mumbai,Science
Holy Angels High School And Junior College Mulund East (English Medium) (Permanent Unaided),45,Mumbai,Science
"Ramzanali Shaikh English High School & Jr. College, Malwani Malad (West), Mumbai. (English Medium) (Permanent Unaided)",45,Mumbai,Science
"Mulund Vidyamandir & Jr. College, Mulund (W) (English Medium) (Self Finance)",45,Mumbai,Science
Dr. Antonio Da Silva Tech. High School (English Medium) (Aided),44.8,Mumbai,Science
"Aakash Jr College Of Sci & Com, Andheri (East). (English Medium) (Permanent Unaided)",44.8,Mumbai,Science
Elia Sarwat Junior College Of Commerce And Science Malwani Malad West (English Medium) (Permanent Unaided),44.8,Mumbai,Science
"Royal English High School & Jr. College, Uttan. (English Medium) (Self Finance)",44.8,Mumbai,Science
"Khar Education Society S Junior College Of Science, S. V. Road, Khar (West) (English Medium) (Self Finance)",44.8,Mumbai,Science
Matoshree Velabai Devji Hariya Jr. College Shahad (English Medium) (Permanent Unaided),44.6,Mumbai,Science
"Smt. Sushiladevi Deshmukh Jr. College, Airoli (English Medium) (Permanent Unaided)",44.6,Mumbai,Science
"Yashodham High School & Jr. College, Goregaon (E), Mumbai. (English Medium) (Permanent Unaided)",44.6,Mumbai,Science
"S.S.H. School & Jr. College, Kamothe (English Medium) (Self Finance)",44.6,Mumbai,Science
Gokhale High School & Jr. College (English Medium) (Aided),44.4,Mumbai,Science
"Kamarajar Memorial English High School & Jr. College, Dharavi, Mumbai. (English Medium) (Permanent Unaided)",44.4,Mumbai,Science
St. Rocks Jr. College Of Commerce And Science Borivali West (English Medium) (Permanent Unaided),44.4,Mumbai,Science
"Saraswati Vidyamandir English Secondary School, Kalyan (E) (English Medium) (Self Finance)",44.4,Mumbai,Science
"St. Agrasen High School & Jr. College, Kalwa (East), Thane. (English Medium) (Self Finance)",44.4,Mumbai,Science
"K. M. S. P. Mandal'S S.I.H. Bhatia High School & Jr. College, Kurla (W). (English Medium) (Self Finance)",44.4,Mumbai,Science
"S.I.C.E.S.High School And Junior College, Ambernath. (English Medium) (Aided)",44.2,Mumbai,Science
"Sarswati Vidyalaya & Jr College Sci And Com, Ghodbunder Road, Thane (West). (English Medium) (Permanent Unaided)",44.2,Mumbai,Science
"K.B.& Sc Jr College Of Arts,Commerce And Science, Kopri, Thane (E) (English Medium) (Permanent Unaided)",44.2,Mumbai,Science
"Fazlani Star English High School & Jr. College, Trombay. (English Medium) (Permanent Unaided)",44.2,Mumbai,Science
Anjuman Islam Allana Girls High School & Jr. College Kurla (W). (English Medium) (Permanent Unaided),44.2,Mumbai,Science
